       NA        NA        NA
-8278.832 -8278.837 -8278.827
-8278.835 -8278.837 -8278.833
-8278.836 -8278.838 -8278.834
-8278.832 -8278.834 -8278.831
-8278.834 -8278.835 -8278.833
-8278.832 -8278.833 -8278.831
-8278.833 -8278.834 -8278.832
-8278.834 -8278.834 -8278.833
-8278.835 -8278.835 -8278.834
-8278.834 -8278.835 -8278.833
-8278.833 -8278.834 -8278.833
-8278.833 -8278.834 -8278.833
-8278.834 -8278.834 -8278.833
-8278.834 -8278.835 -8278.834
-8278.834 -8278.834 -8278.833
-8278.833 -8278.834 -8278.833
-8278.834 -8278.834 -8278.834
-8278.834 -8278.834 -8278.833
-8278.834 -8278.835 -8278.834
