   6.0000 -152.4528 -152.3934 -152.3301 -152.3674 -152.3737 -152.3800 -180.8396 -178.3963 -177.3763 -152.3724
   6.0000 -152.4747 -152.4237 -152.3700 -152.3657 -152.3715 -152.3774 -181.0628 -178.6194 -177.5994 -152.3724
   6.0000 -152.4974 -152.4524 -152.4053 -152.3672 -152.3724 -152.3776 -181.2451 -178.8018 -177.7817 -152.3724
   6.0000 -152.4834 -152.4422 -152.3993 -152.3710 -152.3759 -152.3809 -181.3992 -178.9559 -177.9359 -152.3724
   6.0000 -152.4562 -152.4162 -152.3745 -152.3698 -152.3742 -152.3786 -181.5326 -179.0894 -178.0694 -152.3724
   6.0000 -152.4635 -152.4257 -152.3863 -152.3698 -152.3739 -152.3780 -181.6504 -179.2071 -178.1872 -152.3724
   6.0000 -152.4435 -152.4072 -152.3695 -152.3684 -152.3722 -152.3761 -181.7558 -179.3125 -178.2925 -152.3724
   7.0000 -155.2205 -154.3866 -152.1686 -153.8664 -154.3491 -155.3068 -241.8542 -239.3706 -238.2611 -153.2586
   7.0000 -153.3404 -152.9450 -152.2818 -152.7999 -153.1536 -153.7058 -242.5016 -240.0265 -238.9431 -153.2586
   7.0000 -153.2795 -152.9986 -152.6067 -152.9057 -153.1678 -153.5239 -221.2258 -218.7462 -217.6498 -153.2586
   7.0000 -153.5341 -153.3608 -153.1511 -153.0726 -153.2283 -153.4128 -201.1237 -198.6402 -197.5307 -153.2586
   7.0000 -153.3827 -153.2599 -153.1198 -153.0566 -153.1786 -153.3176 -201.2717 -198.9564 -198.0642 -153.2586
   7.0000 -153.4482 -153.3665 -153.2775 -153.1028 -153.1866 -153.2781 -201.9650 -199.6495 -198.7572 -153.2586
   7.0000 -153.3418 -153.2709 -153.1947 -153.2153 -153.2790 -153.3470 -193.5780 -191.0949 -189.9870 -153.2586
   7.0000 -153.3280 -153.2672 -153.2024 -153.2288 -153.2875 -153.3498 -193.8656 -191.3826 -190.2747 -153.2586
   7.0000 -153.3211 -153.2654 -153.2064 -153.2539 -153.3026 -153.3537 -189.5439 -187.0626 -185.9606 -153.2586
   7.0000 -153.3232 -153.2737 -153.2217 -153.2088 -153.2548 -153.3031 -189.7262 -187.2449 -186.1429 -153.2586
   7.0000 -153.3225 -153.2760 -153.2272 -153.2150 -153.2563 -153.2994 -189.8804 -187.3991 -186.2971 -153.2586
   7.0000 -153.3091 -153.2653 -153.2195 -153.2124 -153.2547 -153.2989 -190.0139 -187.5326 -186.4306 -153.2586
   7.0000 -153.3152 -153.2743 -153.2318 -153.2085 -153.2480 -153.2891 -190.1317 -187.6504 -186.5484 -153.2586
   7.0000 -153.2994 -153.2613 -153.2216 -153.1968 -153.2346 -153.2739 -190.2371 -187.7557 -186.6538 -153.2586
   8.0000 -152.8046 -152.2711 -151.1034 -152.2707 -152.9034 -154.5060 -255.0891 -252.7719 -251.8784 -154.2381
   8.0000 -155.5047 -154.8227 -153.0253 -153.5048 -153.8882 -154.5179 -253.9762 -251.7181 -250.8623 -154.2381
   8.0000 -154.5373 -154.1827 -153.6283 -153.9463 -154.1759 -154.4744 -230.5013 -228.0178 -226.9083 -154.2381
   8.0000 -154.5040 -154.3142 -154.0798 -154.1205 -154.2676 -154.4401 -224.9889 -222.5074 -221.4049 -154.2381
   8.0000 -154.4262 -154.2758 -154.0986 -154.0560 -154.1658 -154.2892 -207.7988 -205.3152 -204.2057 -154.2381
   8.0000 -154.4163 -154.2449 -154.0380 -154.1925 -154.2710 -154.3561 -208.3577 -205.9029 -204.8635 -154.2381
   8.0000 -154.2833 -154.2075 -154.1255 -154.2866 -154.3469 -154.4110 -207.9399 -205.6959 -204.8481 -154.2381
   8.0000 -154.3104 -154.2437 -154.1721 -154.2217 -154.2745 -154.3303 -208.2092 -205.9747 -205.1321 -154.2381
   8.0000 -154.2937 -154.2359 -154.1746 -154.2448 -154.2929 -154.3433 -183.9424 -181.4589 -180.3494 -154.2381
   8.0000 -154.2990 -154.2470 -154.1921 -154.2358 -154.2793 -154.3248 -184.1247 -181.6412 -180.5317 -154.2381
   8.0000 -154.2770 -154.2281 -154.1767 -154.2167 -154.2563 -154.2976 -184.2788 -181.7953 -180.6858 -154.2381
   8.0000 -154.2910 -154.2458 -154.1984 -154.1990 -154.2371 -154.2767 -184.4124 -181.9289 -180.8194 -154.2381
   8.0000 -154.2960 -154.2544 -154.2110 -154.1995 -154.2351 -154.2720 -184.5302 -182.0466 -180.9371 -154.2381
   8.0000 -154.3050 -154.2655 -154.2244 -154.1865 -154.2208 -154.2563 -184.6355 -182.1520 -181.0425 -154.2381
