       NA        NA        NA
       NA        NA        NA
-8133.134 -8134.218 -8130.659
-8133.304 -8133.966 -8131.583
-8135.248 -8135.754 -8134.196
-8137.268 -8138.202 -8134.900
-8136.206 -8136.599 -8135.551
-8136.072 -8136.361 -8135.664
-8136.184 -8136.503 -8135.713
-8136.588 -8137.047 -8135.720
-8136.843 -8137.363 -8135.734
-8137.150 -8137.794 -8135.499
-8136.247 -8136.452 -8135.988
-8136.360 -8136.544 -8136.134
-8136.441 -8136.652 -8136.174
-8136.557 -8136.790 -8136.253
-8136.466 -8136.632 -8136.268
-8136.480 -8136.641 -8136.287
-8136.494 -8136.725 -8136.193
-8136.686 -8136.849 -8136.490
