       NA        NA        NA
-8136.557 -8136.565 -8136.549
-8136.568 -8136.573 -8136.564
-8136.563 -8136.566 -8136.560
-8136.565 -8136.568 -8136.562
-8136.561 -8136.563 -8136.559
-8136.558 -8136.560 -8136.556
-8136.561 -8136.563 -8136.560
-8136.563 -8136.564 -8136.561
-8136.564 -8136.565 -8136.562
-8136.563 -8136.564 -8136.562
-8136.563 -8136.564 -8136.561
-8136.563 -8136.564 -8136.561
-8136.563 -8136.564 -8136.562
-8136.562 -8136.563 -8136.561
-8136.563 -8136.564 -8136.561
-8136.562 -8136.564 -8136.561
-8136.563 -8136.564 -8136.562
-8136.563 -8136.564 -8136.562
-8136.563 -8136.564 -8136.562
