 3.458099e+01 -3.458531e+01  1.000000e+00 -4.325453e-03
 3.011974e+01 -3.011141e+01  1.000000e+00  8.336825e-03
 2.965046e+01 -2.964655e+01  1.000000e+00  3.910504e-03
 2.619440e+01 -2.618822e+01  1.000000e+00  6.174205e-03
 2.454075e+01 -2.454367e+01  1.000000e+00 -2.915846e-03
 2.702375e+01 -2.702365e+01  1.000000e+00  9.331299e-05
 3.185622e+01 -3.184985e+01  1.000000e+00  6.371163e-03
 2.706009e+01 -2.705098e+01  1.000000e+00  9.107519e-03
 2.847638e+01 -2.847141e+01  1.000000e+00  4.969477e-03
 3.581022e+01 -3.582252e+01  1.000000e+00 -1.229785e-02
 3.414984e+01 -3.414994e+01  1.000000e+00 -1.076329e-04
 2.738819e+01 -2.738892e+01  1.000000e+00 -7.393965e-04
 2.933418e+01 -2.934008e+01  1.000000e+00 -5.899175e-03
 3.386790e+01 -3.385603e+01  1.000000e+00  1.186830e-02
 3.158488e+01 -3.158610e+01  1.000000e+00 -1.216380e-03
 2.662280e+01 -2.662457e+01  1.000000e+00 -1.768568e-03
 3.271898e+01 -3.271294e+01  1.000000e+00  6.044570e-03
 3.154502e+01 -3.153793e+01  1.000000e+00  7.089562e-03
 3.160620e+01 -3.160658e+01  1.000000e+00 -3.774564e-04
 3.196168e+01 -3.196089e+01  1.000000e+00  7.843427e-04
 3.496088e+01 -3.497368e+01  1.000000e+00 -1.279116e-02
 2.678587e+01 -2.677532e+01  1.000000e+00  1.054558e-02
 2.929075e+01 -2.929001e+01  1.000000e+00  7.386960e-04
 2.912615e+01 -2.914763e+01  1.000000e+00 -2.147721e-02
 2.807733e+01 -2.806979e+01  1.000000e+00  7.537575e-03
 3.214412e+01 -3.214541e+01  1.000000e+00 -1.285041e-03
 3.062803e+01 -3.062656e+01  1.000000e+00  1.472899e-03
 3.350578e+01 -3.349816e+01  1.000000e+00  7.616320e-03
 3.270788e+01 -3.269648e+01  1.000000e+00  1.140112e-02
 2.787958e+01 -2.788992e+01  1.000000e+00 -1.033555e-02
 3.462279e+01 -3.463608e+01  1.000000e+00 -1.329231e-02
