 2.492531e-03 -8.845544e-03  3.515636e-02 -5.220049e-02  2.492531e-03 -8.845544e-03  3.515636e-02 -5.220049e-02  2.577907e-03  3.591340e-02  1.794307e-01 -4.657769e-01  2.577907e-03  3.591340e-02  1.826592e-01 -4.657769e-01 -1.760000e-01 -6.585485e+03 -1.433808e+04 -1.917904e+04  7.383717e-05 -1.166355e-03 -2.180668e-03 -9.561738e-03  2.497351e-03 -8.488175e-03 -7.977863e-03  1.399136e-02  5.810000e+00  2.918000e+01  6.001000e+01  1.391100e+02  1.000000e-02  4.120000e+00  2.700000e-01  9.300000e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
-1.580812e-03  4.216839e-03 -3.448081e-02  3.605620e-02 -1.580812e-03  4.216839e-03 -3.448081e-02  3.605620e-02  5.862482e-03 -3.407592e-02  1.949085e-01  6.928084e-02  5.862482e-03 -3.407592e-02  1.983665e-01  6.928084e-02  1.699928e-02 -7.172096e+03 -1.484802e+04 -1.869571e+04  2.363461e-04 -3.357315e-03  9.412489e-04 -1.779247e-02  2.825173e-03  6.466344e-03  2.943780e-02  7.511219e-02  4.970000e+00  3.091000e+01  6.042000e+01  1.368500e+02  7.000000e-02  4.090000e+00  2.600000e-01  8.100000e-01  1.000000e-02  0.000000e+00  0.000000e+00  2.000000e-02
 8.076408e-03 -1.382388e-02 -3.463850e-02  3.933533e-02  8.076408e-03 -1.382388e-02 -3.463850e-02  3.933533e-02  9.230834e-03 -1.199551e-02  2.162503e-01  1.716969e-01  9.230834e-03 -1.199551e-02  2.193573e-01  1.716969e-01 -4.927718e-02 -7.431401e+03 -1.504032e+04 -1.806725e+04  2.999706e-05 -9.454682e-04 -9.455257e-03  8.539021e-03  8.651699e-03  9.825650e-03 -5.450769e-02  2.172971e-02  4.380000e+00  2.635000e+01  5.522000e+01  1.388300e+02  5.000000e-02  5.000000e-01  2.500000e-01  8.900000e-01  0.000000e+00  1.500000e-01  0.000000e+00  0.000000e+00
-6.477147e-03  1.901157e-02 -4.306255e-03  1.088005e-02 -6.477147e-03  1.901157e-02 -4.306255e-03  1.088005e-02 -4.824622e-03 -3.460009e-02  2.034772e-01  3.829703e-02 -4.824622e-03 -3.460009e-02  2.067487e-01  3.829703e-02  7.563054e-02 -4.303345e+03 -1.362701e+04 -1.755772e+04 -2.194162e-04  7.293608e-04  4.656015e-03 -1.239145e-02  6.450436e-03  2.602495e-02 -3.978744e-02  2.873366e-02  4.390000e+00  2.854000e+01  5.420000e+01  1.361400e+02  2.000000e-02  2.360000e+00  2.800000e-01  8.400000e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
-7.764603e-03  1.715596e-02 -1.997431e-02  9.957660e-02 -7.764603e-03  1.715596e-02 -1.997431e-02  9.957660e-02  1.240075e-02 -8.880700e-03  2.159071e-01  1.676019e-02  1.240075e-02 -8.880700e-03  2.198292e-01  1.676019e-02 -5.174036e-02 -6.453957e+03 -1.487259e+04 -1.890985e+04 -1.815808e-05  1.546474e-04 -3.806591e-03  1.597993e-02 -2.834590e-03  1.460408e-02  4.289984e-02 -1.985527e-02  4.580000e+00  3.731000e+01  5.566000e+01  1.399400e+02  0.000000e+00  6.900000e-01  3.000000e-01  8.800000e-01  0.000000e+00  0.000000e+00  3.000000e-02  0.000000e+00
-1.534737e-02  7.184567e-02  3.025425e-02 -1.266136e-01 -1.534737e-02  7.184567e-02  3.025425e-02 -1.266136e-01  8.948189e-04  5.289054e-04  7.229992e-02 -6.801429e-03  8.948189e-04  5.289054e-04  7.321153e-02 -6.801429e-03 -1.258215e-01 -5.659713e+03 -1.390029e+04 -1.966328e+04  7.728541e-05  9.776812e-05  2.248043e-03 -8.370296e-03  4.187571e-03 -1.668764e-02 -1.171133e-02 -1.799121e-03  4.450000e+00  4.002000e+01  5.714000e+01  1.256600e+02  2.000000e-02  7.800000e-01  2.500000e-01  8.800000e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
-4.197003e-03  3.095270e-03  4.606436e-02 -3.952308e-02 -4.197003e-03  3.095270e-03  4.606436e-02 -3.952308e-02 -8.193563e-03  2.742323e-02  1.799555e-01 -7.087938e-02 -8.193563e-03  2.742323e-02  1.815823e-01 -7.087938e-02 -8.578219e-02 -6.374259e+03 -1.577649e+04 -1.846435e+04  1.154009e-04  4.508318e-03  4.685475e-03 -1.999038e-02  7.848879e-03  4.596210e-03 -1.883693e-02 -1.377744e-02  6.580000e+00  3.744000e+01  6.061000e+01  1.403900e+02  1.000000e-02  1.120000e+00  2.500000e-01  8.900000e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 1.945390e-03 -3.397599e-03  1.073319e-02  8.049163e-02  1.945390e-03 -3.397599e-03  1.073319e-02  8.049163e-02 -4.828041e-03  2.075494e-02  1.207116e-01 -9.663198e-02 -4.828041e-03  2.075494e-02  1.222358e-01 -9.663198e-02  6.237303e-02 -7.243427e+03 -1.204245e+04 -1.937128e+04 -6.289327e-05 -2.835803e-04  5.647955e-03 -5.842406e-03  3.726604e-03 -9.752295e-04  3.374507e-02  4.030135e-03  7.050000e+00  4.245000e+01  5.669000e+01  1.474300e+02  0.000000e+00  1.600000e-01  4.500000e-01  1.220000e+00  0.000000e+00  0.000000e+00  4.000000e-02  0.000000e+00
-1.187186e-02 -2.756822e-02 -3.517826e-02 -1.122523e-01 -1.187186e-02 -2.756822e-02 -3.517826e-02 -1.122523e-01  8.496174e-03 -1.870843e-03 -2.109182e-03 -3.218792e-02  8.496174e-03 -1.870843e-03 -5.205212e-04 -3.218792e-02 -1.840141e-02 -7.910643e+03 -1.508912e+04 -1.859915e+04 -1.441742e-04  3.362432e-03 -3.269723e-03 -1.791977e-02  1.845091e-05 -4.681571e-02  1.936371e-02  8.744943e-02  8.150000e+00  4.180000e+01  6.233000e+01  1.435600e+02  2.000000e-02  1.400000e-01  1.890000e+00  1.160000e+00  1.000000e-02  0.000000e+00  0.000000e+00  4.000000e-02
 1.512976e-02  3.235877e-02  5.985313e-02  9.429763e-03  1.512976e-02  3.235877e-02  5.985313e-02  9.429763e-03 -7.906804e-03 -9.935625e-03  2.899014e-01  5.362573e-02 -7.906804e-03 -9.935625e-03  2.931597e-01  5.362573e-02  2.016372e-01 -6.013813e+03 -1.309625e+04 -1.719526e+04  1.371159e-04  4.369538e-04  9.674837e-04 -3.715907e-03  1.619431e-03  5.514684e-03  8.572454e-02  8.290425e-03  6.140000e+00  4.270000e+01  6.241000e+01  1.407200e+02  1.000000e-02  1.800000e-01  3.900000e-01  9.800000e-01  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
